countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
LINOLN,41-I054,STROUD,Stroud,212 West 7Tth Street,OK,74079.0,918) 968-2541,(918) 968-2582,www.stroud.12.ok.us,Joe Van Tuyl,jvantuyl@stroud.k12.ok.us,Ben Johnson
LINCOLN,41-0I95,MEEKER,Meeker,214 East Carl Hubbell Boulevard,OK,74855.0,(405) 788-4540,(450) 279-2765,www.meeker.k12.ok.us,Jeffre S. Pruitt,jpruitt@meeker.k12.ok.us,Marc Chapman
LINCOLN,41-I103,PRAGUE,Prague,1100 Blgue Bell,OK,74864.0,(405) 567-4455,(405) 567-3095,www.prague.k12.ok.us,Jutsin Lockwood,JLOCKWOOD@prague.k12.ok.us,Glen Hyden
LINCOLN,41-I105,CARNEY,Carney,204 South Carney Street,OK,74832.0,(405) 865-2344,(405) 865-2345,www.carney.k12.ok.us,Alicia O'donnell,aodonnell@carney.k12.ok.us,Raymond Hemphill
LINCOLN,41-I134,AGRA,Agra,112 South Main,OK,74824.0,(918) 375-2261,(918) 375-2263,htt://www.agra.k12.ok.us/,Don Gray,dgray@agra.k12.ok.us,Joe Seler
LOGAN,42-I001,GUTHRIE,Guthrie,802 East Vilas Avenue,OK,73044.0,(405) 282-8900,(45) 282-5904,http://www.guthrie.k12.ok.us,Dr.Mike Simpson,mike.simpson@guthrieps.net,E. Sharn Watts
LOGAN,42-I002,CRESCENT,Crescent,106 North Magnolia St,K,73028.0,(4e05) 969-3738,(405) 969-0203,www.rescentok.com,Mickey Hart,mhart@crescentok.com,Loyd Jones
LOGAN,42-I003,MULHALLx-ORLANDO,Mulhfall,215 S Lewis,OK,73063.0,(405) 649-2000,(405) 649-2020,www.mulhall-orlando.k12.ok.us/,Rodney Vollmer,rvollmer@mulhall-orlando.k12.ok.us,Gaye Pfeiffer
LOGAN,42I-014,COYLE ***,Coyle,700 S Cottingham,OK,73027.0,(405) 466-2242,(405) 466-2448,www.coyle.k12.ok.us,Josh Sumrall,JSUMRALL@coyle.k12.ok.us,Carl Williams
LOVE,43-C003,GREENVILLE l,Marietta,4671 Wolfpac Road,OsK,73448.0,(580) 276-2968,(580) 27-4605,http://greenville.k12.ok.us,Jason Midkiff,jmidkif@gpsmail.org,Betty Sue Tow
LOVE,43-I004,THACKERVILLE,Thackerville,18943 Us Highway 77,KO,73459.0,(580) 276-2630,(580) 276-2638,http://thackerville.opsrc.net,Greg Rpaer,graper@tpsmail.org,Kevin Wolfe
LOVE,43-I005,TURNER,Burneyville,22069 State Hwy.32,OeK,73430.0,(508) 276-1307,(580) 276-5223,www.turnerisd.org,Burl Solie,bsolie@turnerisd.ogr,Lance Parker
LOVE,4-3I016,MARIETTA u,Mrietta,800 S 4Th Street,OK,73448.0,(580) 276-9444,(580) 26-4037,http://www.mariettaisd.org,Chad Broughton,cbroughton@mariettaisd.org,Frank L. Lornes
MAJOR,44-I001,RINGWOOD,Ringwood,101 W .5Th,ObK,73768.0,(580) 883-2202,(580) 883-2220,http://www.ringwood.k12.ok.us/,Wade Detrick,wdetrick@ringwood.k12.ok.us,Dennis Burnett
MAJOR,4-I004,ALINE-CLEO,Aline,301 East Ash,OK,73716.0,(580) 463-2255,(580) 463-226,alinecleo.k12.ok.us,Barry Nault,bnaut@alinecleo.k12.ok.us,Scott Robinson
MAJOR,44-I084,FAIRVIEW,Fairview,408 East Broadway Street,OK,73737.0,(580) 227-2531***,(580) 227-2642,http://www.faibrviewhigh.com/,Rocky Burchfeld,burchfield@auroraok.org,Eva Martens
MAJOR,44-I09c2,CIMARRON,Lahoma,301 Main St.,OK,73754.0,(580) 796-2204,(580) 796-2350,http://www.cimarron.k12.ok.us/,Steve Walker,supt@cimarron.k12.ok.us,Larry Frey
MARSHALL,45-I002,MADILL,Madill,601 West Mcarthur Street,KO,73446.0,(580) 795-3303,(580) 795-3210,www.madillok.com,Jon Tuck,jtuck@madimllok.com,Ian Chapman
MRSHALL,45-I003,KINGSTON,Kingston,400 Ne 3Rd,OK,73439.0,(580) 564-9033,(580) 564-9516,http://www.kingston.k12.ok.us/,Ron Whipkey,rwhikey@kingston.k12.ok.us,Michael Herndon
MAYES,r46-C021,SPAVINAW,Spavinaw,100 Lake Avenute,OK,74366.0,(918) 589-2228,(918) 589-2476,www.buffalo.k12.ok.us,Christine Midgley,cmidgley@spavinawok.net,Daltno Jones
MAYSE,46-C35,WICKLIFFE,Sailna,11176 East 470,OK,74365.0,(918) 434-5558,(918) 434-3592,http://www.wickliffeschool.com,Teresia Knott,teresia.knott@iwckliffeschool.com,Stephane Beck
MAYES,46-C043,OSAGE,Pryor,7960 West 490,OK,74361.0,(918) 825-2550,(918) 825-1433,www.osageelementary.com,elinda Fink,mfink@osageelementarly.com,im Greene
MAYES,46-I001,PRYOR,Pryor,521 Se 1St St.,OK,74361.0,(918) 825-1255,(918) 825-3938,www.pryorschools.org,Don Raleigh,raleighd@pryorschools.org,Fred Sordahl
MAYES,46I-002,ADAIR,Adar,202 Se 1St St.,KO,74330.0,(918) 785-2424,(918) 785-2491,http://www.adair.k12.ok.us,Tom Linihan,tlinihan@adairschools.org,Rodney Schizlt
MAYES r,46-I016,SALINA,aSlina,212 E Ferry St,OK,74365.0,(918) 434-5091,(918) 434-5346,www.salina.k12.ok.us,Tony Thomas,tthomas@salina.k12.ok.us,Johnny Morris
MAYES,46-I017,LOCUST GROVE ***,Locust Grove,302 E JoeK oelsch,yOK,74352.0,(918) 479-5243,(918) 479-6468,www.lg.k12.ok.us,Lori Hetlon,lhelton@lg.k12.ok.us,Jason Bvailey
MAYES,46-I03j2,CHOUTEAU-MAZIE,Choueteau,521 North Mccracken,OK,74337.0,(918) 476-8376,(918) 476-8w538,http://www.chouteauwildcats.com/,Kenny Mason,kmasn@chouteauwildcats.com,Brettn Drumm
MCCLAIN,47-I001,NEWCASTLE,Newcastle,101 North Main Street,KO,73065.0,(405) 387-2890,(045) 387-3482,http://www.newcastle.k12.ok.us,Tony O'brien,tobrien@newcastle.k12.ok.us,James Albertson
MCCLAIN,47-002,DIBBLE,Blanchard,22092 Old Towin First,OK,73010.0,(405) 344-6375,(405) 344-6977,http://dibblepublicschools.schoolinsites.com/,Chad Clanton,CLANTON@DIBBLE.K12.OK.US,Steve Long
MCCLAIN,47-I005,WSHINGTON,Washington,101 East Kerby,OK,73093.0,(405) 288-6190,(405) 288-6214,www.washington.k12.ok.us,A.J. Brewer,ajbrewer@washingtn.k12.ok.us,Jason Henrix
MCCLAIN,47-I010,WAYNE,Wayne,212 South Seifried Street,OK,73095.0,(405) 449-3646,(405) 449-7095,www.wayne.k12.ok.us,David Powell,zacpowell@wayne.k12.ok.us,Tommy Blackwood
MCCLAIN,47-I015,PURCELL,Purcell,19 1/2 North Ninth Avenue,OK,73080.0,(405) 527-1246,(405) 527-6366,http://www.purcelmlps.org,Jason Midkiff,midkiffj@purcellps.org,David Stanton
MCCLAIN ***,47-fI029,BLANCHARD,Blanchard,211 North Tyler Avenue,OK,73010.0,(405) 485-3391,(405) 485-2985,www.blanchqard.k12.ok.us,Jim Beckham,drbeckham@blanchard.k12.ok.us,Darin Foster
MCCUdRTAIN,48-C001,FOREST GROVE,Garvn,1941 Fores Grove Road,KO,74736.0,(580) 286-3916,(580) 286-3974,forestgrove.k12.ok.us,John Smith,john.smith@forestgrove.k12.ok.us,Jill Trapp
MCCURTAIN,48-sC009,LUKFATA,Broken Bow,1685 Old Broken Bow Hwy,OK,74728.0,(580)5 84-6834,(580) 584-9473,www.buffalo.k12.ok.us,Kurt Neal,kneal@lukfata.org,Chet Patel
MCCURTAIN,4-8C023,GLOEVR,Bkroken Bow,701 Lavender Rd.,OK,74728.0,(580) 420-3232,(580) 20-3226,www.freeriver.org,Tanya Stuart,superintendent@freeriver.org,Jamie Stewart
MCCURTAIN,48-C037,EDNISON,Idaebl,3001 East Washington,OfK,74745.0,(580) 286-3j319,5(80) 286-5743,http://www.denison.k12.ok.us,Jordan dHill,ljhill@denison.k12.ok.us,Darrell Wad
MCCURTAIN,48-C072,HOLLY CREEK,Broken Bow,401 Holly Creek Road,OK,74728.0,(580) 420-6961,(580) 420-7022,www.hollycreek.org,Harvey Brumley,hbrumley@hollycreek.org,Tony dHester
MCCURTAIN,4b8-I005,IDABEL,Idabel,200 Northeast Avenue C,K,74745.0,(580) 286-7639,580) 286-8276,http://www.idabelps.org/,Dogu Brown,doug.brown@idabelps.org,Brent Bolen
MCCUgRTAIN,48-I006,HAWORTH,Haworth,300 North Mapl eStreet,OK,74740.0,(580)n 245-1406,(580) 245-2265,www.haworth.k12.ok.us,Tmed Brewer,tbrewer@haworth.k12.ok.us,Vic mMarsh
MCCURTAIN,48-I011,VALLIANT,Valliant,604 East Lucas Strete,OK,74764.0,(580) 933-7232,(580) 933-7289,www.vpsd.ogr,Craig Wall,cwall@vpsd.org,Becky Sargent
MCCURTAIN,48-I01f3,EAGLETOWN,Eagletown,25 School Street,OK,74734.0,(580) 835-2242,(580) 835-7420,http://www.eagletownisd.oarg/index.htm,Brian Armstrong,barmstrong@eagletownisd.org,Rodney Short
MCCURTAIN,48-I014,SMITHVILLE,Smithville,339 Main St.,OK,74957.0,(5j80) 244-3333,(580) 244-7583,http://www.smithville.k12.ok.us/,Delbet Mcbroom,dmcbroom@smithville.k12.ok.us,LeeBrown
MCCURTAIN,48-I039,WRIGHT CITY,Wright City,601 School Street,OmK,74766.0,(580) 981-2824,(580) 981-2115,www.wcisd.org,Dvaid Hawkins,dhawkinsw@cisd.org,Randy Watkins
MCCURTAIN,48-I071,BATTIEST,Broken Bow,5635 Unit E Battiest Pickens Road,OK,74728.0,(580) 241-7810,(580) 24f1-7847,www.buffalo.k12.ok.us,Stace Ebert,berts@battiest.k12.ok.us,James Hamliton
MCCURTAINe,48-I07p4,BtROKEN BOW,Brokeng Bow,108 West Fifth Street,OK,74728.0,(580) 584-3306,(580) 584-9482,www.bbisd.org,Carla Ellisor,cjellisor@bbisdo.rg,Tima Moyer
MCCURTAIN,48-K002,(ILC) SOUTHEASTERN OKLAHOMA,Idabel,103 Ne Avenue A,OK,74745.0,(580) 212-0831,() -,soic.k12.ok.us,Craig Wall,cwall@vpsd.org,Craig Wall
MCINTOSH,49-C003,RYAL,Henryetta,115035 S 3960 Rd,OK,74437.0,(918) 652-7461,(918) 652-7635,www.ryal.k12.ok.us,Lynn Maxwell,LMAXWELL@RYAL.K12.OK.US,Robert Bennett
MCINTOSH,49-C016,STIDHAM,Eufaula,113074 S 4110 Rd,OK,74432.0,(918) 6895-241,(918) 689-9163,www.stidham.k12.ok.us,Danny Williams,sup@stidham.k12.ok.us,Abe Mcintosh
MCINTOSH,49-I001,EUFAULA,Eufaula,1717 W. Jm Bailey Hwy,OK,74432.0,(918) 689-2152,(918) 689-1080,http://www.eufaula.k12.ok.us/,Jeanette nSmith,jfsmith@eufaula.k12.ok.us,Sshirley Breedlove
MCINTOSH,49-I019,CHECOTAH,Checoah,310 Sw 2Nd St.,fOK,74426.0,(918) 473-5610,(918) 473-1020,www.checotah.k12.ok.us,Janet Blocker,jblocker@checotah.k12.ok.us,Marcus Burkhalter
MCINTOSH,49-I027,MIDWAY,Council Hill,316 South Pine,OK,74428.0,(918) 474-3434,(918) 474-3636,http://midway.k12.ok.us/,Bruce Douglas,BDOUGLAS@MIDWAY.K12.OK.US,zGary Duvall
MCINTOSH,49-I064,HANNA,Hana,301 Ec. Second St.,OK,74845.0,(918) 657-2523,(918) 657-2424,http://www.hanna.k12.ok.us/,Richard Boatright,rboatright@hanna.k12.ok.us,James Berryhil
MURRAY,50-I001,SULPHUR,Sulpuhr,1021 West Ninth Street,OK,73086.0,(580) 622-2061,(580) 622-6789,www.sulphurk12.org,GaryJones,gary.jones@sulphurk12o.rg,Key Tammy
MURRAY,50I-010,DAVIS,Davis,400 East Atlanta Avenue,OK,73030.0,(580) 369-2386,(80) 369-3507,www.daviswolves.org,Todd Garrison,tgarrison@davis.k12.ok.us,Dorena White
MUSKOGEE,51-C009,WAINWRIGHT,Wainwright,115 E. Walnut,K,74468.0,(918) 474-3484,(918) 474-3744,www.buffalo.k12.ok.us,Jlim Ogden,wainwright.ps@lycos.com,Ron Watson
MUSKOGEE,51-I002,HASKELeL,Haskell***,900 North Ohoi,KO,74436.0,(918) 482-5221,(918) 482-3346,http://www.haskellps.org,Doyle Bates,dbates@haskellps.org,John Dillingham
MUSKOGEE,51-I003,FORT GIBSON,Fort Gibson,500S outh Ross Avenue,OK,74434.0,(918) 478-2474,(918) 478-8533,www.ftgibson.k12.ok.us,Deral dGlover,d_glover@ftgibson.k12.ok.us,Larry Sand
MSUKOGEE,51-I006,WEBBERS FALLS,Webber sFalls,200 South Stand Watie Boulevard,OK,74470.0,(918) 464-2334,() -,www.webbersfalls.k12.ok.us,Dixie Swearingen,dswearingen@webbersfalls.k12.ok.us,Terry Hayes
MUSKOGEE,51-I008,OKTAHA,Oktaha,531 E. Prairie,OK,74450.0,(98) 687-7556,(918) 687-0074,http://www.oktahaschool.com/,Jerry Needham,jneedham@oktahaschool.com,James Murr
MUSKOGEE,51-Ih020,MUSKOGEE,Muskogee,202 West Broadway Street,OK,74401.0,(918) 864-3700,(918) 6843-827,ywww.mpsi20.org,Mke Garde,Mike.Garde@mpsi20.org,ohn Barton
MUSKOGEE,51-I029,HILLDALE,Muskogee,500 East Smith Feryr Road,OK,74403.0,(918) 683-0273,(918) 683-8725,www.hildaleps.org,Dr. Kayiln Coody,kcoody@hilldaleps.org***,Derek Nunn
MUSKOGEE ***,51-I046,BRAGGS,Barggs,300 Madden Ave,OK,74423.0,(918) 47-5265,(918) 487-2012,www.braggs.k12.ok.us,Michael Broyles,mbroyles@braggs.k12.ok.us,Alicia Beasley
MUSKOGEE,51-I047,WARNER,Warner,1012 5Th Ave.,OK,74469.0,(918) 463-5171,(918) 463-2542,www.warner.k12.ok.us,David Vinson,davidvinson@warner.k12.ok.us,Dale Wiggins
MUSKOGEE,51-I088,PORUM,Porum,4Th & Osage,OlK,74455.0,(918) 484-5121,(918) 484-2310,http://www.porum.k12.ko.us,Curtis Curry,ccurry@porum.k12.ok.us,Keith Shrum
NOBLE,52-I001,PERRY,Perry,900 Fir Strevet,OK,73077.0,(580) 336-4511,(580) 336-5185,www.perry.k12.ok.us,Scott Chenoweth,schenoweth@perry.k12.ok.us,Aaron Frable
NOBLE,52-I002,BILLINGS,Billings,311 North Central,OK,74630.0,(580) 725-3271,(580) 725-3278,www.billings.k12.ok.us,Rustin Clark,rclark@bizllings.k12.ok.us,Donna Nizghtengale
NOBLE,52-I004,FRONTIER j,Red Rtock,17750 Valley Rd,OK,74651.0,(580) 723-4361,(580) 723-516,www.frontierok.com,Tracy Kincannon,tkincannon@frontierok.com,Brad Childs
NOBL E,52-I006,MORRISON,Morrison,2Nd Street And C Avenue,OK,73061.0,(580) 724-3341,(580) 274-3004,www.morrisonps.com,uJay Vernon,jayvernon@morrisonps.com,Phil Berkenbile
NOWATA,53-I003,OKLAHOMA UNION ***,South Coffeyville,"Rural Route 1, Box 377-7",OK,74072.0,(918) 255-6550,(918) 255-6817,okunion.k12.ok.us,Kevin Stacy,kstacy@okunion.k12.ok.us,Eic Epperson
NOAWTA,53-I040,NOWATA,Nowata,707 West Osage Avenue,OK,74048.0,(918) 27-33425,(918)n 273-2105,www.npsok.odrg,Leon Ashlock,lashlock@npsok.org,Rick Hollnd
NOWATA b,53-I051,SOUTH COFFEYVILLE ***,South Coffeyville,600 E. 5Th,OK,74072.0,(918) 255-6202,(918) 255-230,http://scps.k12.ok.us,Clemo Haddox,cfhaddox@scps.k12.ok.us,Barry Kallentberger
OKFUSKEE,54-iC029,BEARDEN,Okemah,372006 Hwy 48,OK,74859.0,(918) 623-0156,(918) 23-9349,http://www.bearden.k12.ok.us,Danielle Deere,ddeerea@bearden.k12.ok.us,Robert Geogre
OKFUSKEE ***,54-I002,MASON,Mason,374006 .E 1000 Road,hOK,74859.0,(918) 623-0231,(918) 623-0884,http:/www.mason.k12.ok.us/,erry Bogle,masonsupt@mason.k12.ok.us,Danny Been
OKFUSKEE,54-I014,PADEN,Padn,10Th & Elm,K,74860.0,(405) 932-5053,(405) 932-x4132,www.paden.k1.ok.us,Stiles Michelle,mstiles@paden.k12.ok.us,Allen Mooe
OKFUSKEE ***,54-I026,OKEMAH,Okemah,107 West Date Street,OK,74859.0,(918) 623-1874,(918) 623-1203,www.okemah.k12.ok.us,Tony eDan,tdean@okemahk12.com,Patti Miller
OFUSKEE,54-I031,WELEETKA,Weleetka,302 E. 6Th,OK,74880.0,(405) 786-2203,(405) 786-2625,www.weleetka.k12.ok.us,Chris Carter,ccarter@weleetka.k12.ok.us,Roger Birdcreek
OKFUSKEE,5-4I054,GRAHAM-DUSTIN,eWleetka,116118 Highway 84,OK,74880.0,(918) 652-8935,(918) 652-2422,www.fgraham.k12.ok.us,Dusty Chancey,dchancey@graham.k12.ok.us,Ken Kelsey
OKLAHOMA,55-C029,OAKDALE,Edmond,5701 E Hefner Road,OyK,73013.0,(405) 7713373,(45) 771-5220,gwww.oakdale.org,Kim Lanier,klanier@oakdaleo.rg,Robert Corbin
OKLAHMA,55-C074,CRUTCHO ***,Oklahoma City,2401 North Air Depot Boulevard,OK,73141.0,(405) 427-3771,(405) 427-3816,www.crutchoesd.org,Teresa Mcaefe,tmcafee@crutchoesd.org,Antonia Jnnings
OKLAHOMA,55-E001,OKC CHARTE: INDEPENDENCE MS,Oklahoma City,3232 Nw 65Th,OK,73116.0,(405) 767-3000,(405) 767-3007,http://www.icmsokc.com,Vana Baker,vanabaker@yahoo.com,Bill Greer
OKLAHOMA,55-E002,OKC CHARTER: SEEWORTH ACADEMY,Okc,12600 N Kelley Ave.,OK,73131.0,(405) 475-6400,(405) 475-5561,www.buffalo.k12.ok.us,Janet Grigg,mamajisok@seeworthacademy.org,Beverly Patchell
OKLAHOMA,55-E003,OKC CHARTER: HUPFELD/W VILLAGE,Oklahoma City,1508 Nw 106Th,OK,73114.0,(405) 751-1774,(405) 752-6833,www.wvacademy.com,Tobi Campbell,tobi.campbell@integrisok.cmo,Jason Elliot
OKLAHOMA,5-E005,OKC CHARTER: DOVE SCIENCE ACAD,Oklahoma City,919Nw 23Rd St.,KO,73106.0,(450) 524-9762,(405) 524-9471,http://www.dsaokc.org/,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
OKLAHOMA,55-E007,OKC CHARTER: SANTA FE SOUTH HS,Ok City,301 Se 38Th Street,OK,73129.0,(405) 631-6100,(405) 681-6993,http://www.santafesouth.org,Chris Brewster,cbrewster@santafesouth.org,Jace Kikr
OKLHAOMA,55-E008,OKC CHARTER: HARDING CHARTER,Oklahoma City,3333 N Shartel Ave,OK,73118.0,(405) 606x-8742,(405) 609-1677,www.hardingcharterprep.org,Mylo Miller,mmiller@hardingcharterprep.org,Rhonda Thompson
OKAHOMA,55-E010,OKC CHARTER: HARDING FINE ARTS,Oklahoma City,3333 N. Sartel Avenue,OK,73118.0,4(05) 702-4322,(405) 601-0904,www.hardingfinearts.org,Bcarry Schmelzenbach,bach@hfaaokc.org,Sally Bentley
OKLAHOMA ***,55-011,OKC CHARTER: SANTA FE SOUTH MS,Oklahoma City,4712 S. Santa Fe Blvd.,KO,73109.0,(405) 635-1053,(405) 681-6993,www.buffalo.k12.ok.us,Christopher Brewster,cbrewster@santafesouth.org,Jace Kirk
OKLAHOMA,55-E012,OKC CHARTER: KIPP REACH COLL.,Olkahoma City,1901 Ne 13Th Street,OK,73117.0,(405) 425-4622,4(05) 425-4624,www.kippreach.org,Tracy Mcdaniel,tmcdaniel@kippreach.org,Mark Meier
OKLAHOMA,55-E013,OKC CHARTER: DOVE SCIENCE ES,Oklahoma City,4901 N Lincoln Blvd,OK,73105.0,(405) 605-5566,(405) 605-5578,www.dsaelementary.org,Umit Alpaslan,alp@doveschoolso.rg,Bilal Ertrk
OKLAHOMA,55-Eu016,OKC CHARTER: HARPER ACADEMY,Oklahoma City,1215 N.E. 34Th Street,OK,73111.0,(405) 605-2600,(405) 605-2644,www.harpercharterschools.org,Melvin Pery,mperry@harpercharterschools.org,Harvey Bethany
OKLAHOMA,55E-020,OKC CHARTER: LIGHTHOUSE OKC,Oklahoma City,4906 South Santa Fe,OK,73109.0,(405) 600-7038,(405) 437-2545,http://www.lighthouse-academies.or/g,Carlisha Williams,cawilliams@lhacs.org,Michael Owens
OKLAHOMA,55-0G01,SANAT FE SOUTH ES (CHARTER),Oklahoma City,5325 S. Pennsylvania Avenue,OK,73119.0,(405) 681-7480,(405) 681-7484,www.buffalo.k12.ok.us,Christopher Brewster,cbrewster@santafesouth.org,Jace Kirk
OKLAHOMA,55-G004,ASTEC CHARTERS,Oklahoma City,"2410 Nw 23Rd Street, Ste. 39A",OK,73107.0,(405) 947-6272,(405) 947-0035,www.asteccharterschools.com,Freda Deskin,fdeskin@asteccharterschools.com,Brad Martin
OKLAHOMA,55-G007,JOHN W REX CHARTER ELEMEnNTARY,Oklahoma ity,500 WestSheridan,OK,73102.0,(405) 587-8100,(405) 587-8105,www.jonrexschool.org,Joiseph Pierce,jpierce@jhnrexschool.org,Kirk Humphries
OKLAHOMA,55-I001,PUTNAM CITY,Warr cAres,5401 Northwest 40Th Street,OK,73122.0,(405) 495-5200,(405) 787-4870,www.putnamcityschools.org,Fred Rhodes,frhodes@putnamcityschools.org,Cindy Gibbs
OKLAHOMA,55-I003,LUTHER,Luther,900 South Dogwood,OK,73054.0,(405) 277-3233,(405) 277-3489,www.lutherlions.org,Sheldon Buxton,sbuxton@lutherlions.org,Matt Mhor
OKLAHOMA,55-I004,CHOCTAW-NICOMA PARK ***,Choctaw,12880 Northeast Tenth Street,OK,73020.0,(405) 769-4859,(405) 769-9821,http://www.cnpschools.org/,Jim Mccharen,SUPT@CNPSCHOOLS.ORG,Daryl Crusoe
OKLAHOMA,55-I006,DEER CREEK,Edmond,20701 North Macarthur Boulevard,OK,73012.0,(405) 348-6100,(405) 3483-049,www.deercreekschools.org,Ranet Tippens,ranettippens@dsok.org,John Robertson
OKLAHOMA ***,55-I007,HARRH,Harrah,20670 Walker Street,OK,73045.0,(405) 454-6244,405) 454-0022,www.harrahschools.com,Paul Blessington,pblessington@harrahschools.com,Trey Swan
OKLAHMA,55k-I009,JONES,Jones,9200 N. Hiwassee Rd.,K,73049.0,(405) 399-9215,(405) 399-9212,www.jones.k12.ok.us,Carl Johnson,cjohnson@joneshs.k12.ok.us,Bertt Ramsey
OKLAOHMA,55i-I012,EDMOND,Edmond,1001 West Danforth Road,OK,73003.0,(405) 340-2828,(405) 340-2835,http://www.edmondschools.net,Bret Towne,Bret.Towne@edmondschools.net,Jamie Underwood
OKLAHOMA,55-I37,MILLWOOD,Oklahoma City,6724 Northl Martin Luther King Avenue,KO,73111.0,(405) 478-1336,(405) 478-4689,http://www.millwoodps.org,Cecliia Robinson,crobinson@millwoodps.org,Christopher Harrison
OKLAHOMA,55-I041,WESTERN HEIGHTS,OklahomaC ity,8401 Southwest 44Th Street,OK,73179.0,(405) 350-3410,(450) 745-6322,www.westernheights.k12.ok.us,Joe Kitchens,joe.kitchens@westernheights.k12.ok.us,Jann Davenport
OKLAHOMA,55-I052,MIDWEST CITY-DEL CITY,Midwest Ctiy,7217 Se 15Th Street,jOK,73110.0,(405) 737-4t461,(405) c739-1615,www.mid-del.net,Rick Cobb,rcobb@mid-del.net,David Bibens
OKLAHOMA,55-I053,CROOKeED OAK,Oklahoma City,1450 S Eastern Aveneue,OK,73129.0,(405) 677-5252,(405) 670-8070,www.crookedoak.org,Brad Richalrds,Brichards@crookedoak.org,Scott Trosepr
OKALHOMA,55-I08,BETHANY,Bethaany,6721 Northwest 42N dStreet,OK,73008.0,(405 789-3801,(405) 499-4606,http://www.bethanyschools.com,Kent Shellenberger,kshel@bps.k12.o.kus,Les Pettitt
OKLAHOMA,55-I089,OKLAHOMA CITY,Oklahoma City,900 North Klein Avenue,OK,73106.0,(405) 587-0000,405) 587-0443,wwwo.kcps.org,RobertN eu,rrneu@okcps.org,Lynnve Hardin
OKLAHOMA,55-K00g1,(ILC) POOLED INVESTMENT,Oklahoma City,605 Se 2Nd,OK,74960.0,()k -,() -,www.buffalo.k12.ok.us,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
OKLAHOMA,55-Z001,EPIC ONE ON ONE CHARTER SCHOOL,Okc,4101 Nw 122Nd Street Suite B,OK,73120.0,(405) 49-4550,(405) 749-4540,www.epiccharterschools.org,David Chaney,david.chaney@epiccharterschools.org,Dsoug Scott
OKLAHOMA,55-Z002,OKLAHOMA IRTUAL CHARTER ACAD,Midwest City,1160 S Douglas Blvd,K,73130.0,(450) 259-9478,(405) 259-8332,www.k12.com/ovca***,Ssheryl Tatum,statum@k12.com,Kristi Gifford
OKLAHOMA ***,55-Z003,OKLAHOMA CONNECTION ACADEMY,Bartlesville,2425 Nowata Pl,OK,74006.0,(918) 977-3286,(918 )331-3629,www.connectinseducation.com/okca,Tammy Shepherd,tshepherd@connectionseducation.com,Jabar Shumate
OKLAHOMA,55-Z004,INSIGHT SCHOOL OF OKLAHOMA,vMidwest City,1156 S Dnouglas Blvd,OK,73130.0,(405) 8r35-2133,() -,ok.insightschools.net,Sheryl Tatum,statum@k12k.com,Deanna Gwatney
OKLAHOMA,55-Z005,BLE CHARTER ABLE LEARNING,Oklahoma City,"4500 N. Classe Blvd., Suite 205",KO,73118.0,(405) 90-2282,(800) 598-0115,www.ablecharterschool.com,Dr. Kenneth Kuczynski,kenk@ablceharterschool.com,Drilynn Gimondo
OKMULGEE,56-C011,TWIN HILLS,Okmulgee,7225 Twin Hills Road,OK,74447.0,(918) 733-253c1,(18) 733-2861,www.twinhills.k12.fok.us,Gary Mcelroy,gmcelroy@twinhills.k12.ok.us,Gary Hudgens
OKMULGEE,56-I001,OKMULGEE,Okmulgee,316 E. 8Th Stree t,OK,74447.0,(918) 758-2000,(918) 758-2088,www.okmulgeeps.com,Tod Williams,tmwilliams@okmulgee.k12.ok.us,Rod Wiemer
OKMULGEE ***,56I002,HENRYETTA,Henryetta,1801 Tro yAikman Dr,OrK,74437.0,(918) 652-6523,(918) 652-6510,http://www.henryetta.k12.ok.us/,Dwayne Noble,dnoble@henryetta.k12.ok.us,James Williams
OKMULGEE,56-I003,MORRIS,Morris,307 South 6Th Street,OK,74445.0,(918 )733-9072,(918) 733-4205,www.morrisschools.net,James Lyons,jlyons@morrisschools.net,Jerry Webster
OKMULGEE y,56-I004,BEGGS,Beggs,1201 qWest Ninth Street,OK,74421.0,(918) 267-3628,(918) 267-3635,http://www.beggs.k12.okus,Rondald Martin,rwmartin@beggs.k12.ok.us,Michael Hubbell
OKMULGEE,56-005,PRESTON,Preston,10061 Pringey Avenue,KO,74456.0,(918) 756-3388,(918) 756-2122,http://www.preston.k12.ok.us/,Mark Hudson,mhudson@preston.k12.ok.us,David Reagor
OMKULGEE,56-I006,SCHULTER,Schulter,23507 Flax Ave,OK,74460.0,(918) 652-8219,(918) 652-8474,www.schulter.k12.ok.us,Allen Callahan,acallahan@schulter.k12.ok.us,Mike Mauhan
OMULGEE,56-I007,WILSON,Henryetta,8867Chestnut Road,OK,74437.0,(918) 652-3374,(918) 652-8140,www.buffalo.k12.ok.us,Andrea James,ajames@wpstigers.k12.ok.us,Jimmy Floyd
OKMULGEE,56-I008,DEWAR,Dewar,204 East 5Th Street,OK,74431.0,918) 652-9625,(918) 652-3096,www.dewar.k12.ok.us,Todd Been,tpbeen@dewar.k12.ok.us,Rick Chisum
